plan_id,user_id,subscription_date,expiration_date
21537,2317,2022-10-14,2023-10-14
21538,2318,2022-10-27,2023-10-27
21539,2320,2022-10-23,2023-10-23
21540,2321,2022-06-26,2023-06-26
21541,2322,2022-03-09,2023-03-09
21542,2323,2022-08-05,2023-08-05
21543,2324,2022-12-08,2023-12-08
21544,2325,2022-12-13,2023-12-13
21545,2327,2022-12-24,2023-12-24
21546,2328,2022-12-29,2023-12-29
21547,2329,2022-08-05,2023-08-05
21548,2330,2022-05-05,2023-05-05
21549,2331,2022-09-11,2023-09-11
21550,2332,2022-10-11,2023-10-11
21551,2334,2022-05-28,2023-05-28
21552,2335,2022-07-17,2023-07-17
21553,2336,2022-11-15,2023-11-15
21554,2337,2022-08-21,2023-08-21
21555,2338,2022-12-04,2023-12-04
21556,2340,2022-10-10,2023-10-10
21557,2341,2022-08-23,2023-08-23
21558,2343,2022-12-25,2023-12-25
21559,2344,2022-08-22,2023-08-22
21560,2345,2022-08-07,2023-08-07
21561,2346,2022-10-25,2023-10-25
21562,2347,2022-07-03,2023-07-03
21563,2348,2022-10-23,2023-10-23
21564,2349,2022-12-26,2023-12-26
21565,2350,2022-01-16,2023-01-16
21566,2351,2022-08-15,2023-08-15
21567,2352,2022-11-19,2023-11-19
21568,2353,2022-09-08,2023-09-08
21569,2354,2022-04-07,2023-04-07
21570,2355,2022-12-13,2023-12-13
21571,2356,2022-11-22,2023-11-22
21572,2357,2022-10-07,2023-10-07
21573,2358,2022-08-27,2023-08-27
21574,2359,2022-12-04,2023-12-04
21575,2360,2022-12-03,2023-12-03
21576,2361,2022-01-17,2023-01-17
21577,2363,2022-12-15,2023-12-15
21578,2364,2022-08-02,2023-08-02
21579,2365,2022-10-04,2023-10-04
21580,2366,2022-11-25,2023-11-25
21581,2367,2022-08-15,2023-08-15
21582,2368,2022-11-23,2023-11-23
21583,2369,2022-11-09,2023-11-09
21584,2371,2022-04-19,2023-04-19
21585,2372,2022-02-07,2023-02-07
21586,2373,2022-11-06,2023-11-06
21587,2374,2022-11-13,2023-11-13
21588,2375,2022-06-25,2023-06-25
21589,2376,2022-11-06,2023-11-06
21590,2378,2022-11-27,2023-11-27
21591,2379,2022-08-26,2023-08-26
21592,2380,2022-11-26,2023-11-26
21593,2381,2022-09-11,2023-09-11
21594,2382,2022-04-17,2023-04-17
21595,2384,2022-10-29,2023-10-29
21596,2385,2022-11-21,2023-11-21
21597,2386,2022-01-22,2023-01-22
21598,2387,2022-10-10,2023-10-10
21599,2389,2022-11-24,2023-11-24
21600,2390,2022-11-06,2023-11-06
21601,2391,2022-09-04,2023-09-04
21602,2394,2022-06-16,2023-06-16
21603,2395,2022-08-10,2023-08-10
21604,2396,2022-08-10,2023-08-10
21605,2397,2022-10-07,2023-10-07
21606,2398,2022-11-19,2023-11-19
21607,2399,2022-08-03,2023-08-03
21608,2400,2022-08-15,2023-08-15
21609,2401,2022-12-26,2023-12-26
21610,2402,2022-11-18,2023-11-18
21611,2404,2022-08-06,2023-08-06
21612,2405,2022-10-19,2023-10-19
21613,2406,2022-07-06,2023-07-06
21614,2408,2022-06-20,2023-06-20
21615,2410,2022-07-28,2023-07-28
21616,2412,2022-12-14,2023-12-14
21617,2413,2022-03-22,2023-03-22
21618,2414,2022-10-19,2023-10-19
21619,2415,2022-11-16,2023-11-16
21620,2416,2022-06-02,2023-06-02
21621,2417,2022-09-08,2023-09-08
21622,2418,2022-06-05,2023-06-05
21623,2419,2022-11-17,2023-11-17
21624,2420,2022-12-10,2023-12-10
21625,2421,2022-07-20,2023-07-20
21626,2422,2022-12-08,2023-12-08
21627,2423,2022-12-18,2023-12-18
21628,2424,2022-02-14,2023-02-14
21629,2425,2022-11-17,2023-11-17
21630,2426,2022-10-21,2023-10-21
21631,2427,2022-12-02,2023-12-02
21632,2428,2022-04-08,2023-04-08
21633,2430,2022-09-21,2023-09-21
21634,2432,2022-11-12,2023-11-12
21635,2433,2022-06-01,2023-06-01
21636,2434,2022-05-06,2023-05-06
21637,2435,2022-09-20,2023-09-20
21638,2436,2022-12-24,2023-12-24
21639,2437,2022-12-17,2023-12-17
21640,2439,2022-11-17,2023-11-17
21641,2440,2022-08-04,2023-08-04
21642,2441,2022-09-30,2023-09-30
21643,2442,2022-03-21,2023-03-21
21644,2443,2022-08-20,2023-08-20
21645,2444,2022-06-09,2023-06-09
21646,2445,2022-10-26,2023-10-26
21647,2446,2022-08-30,2023-08-30
21648,2448,2022-10-15,2023-10-15
21649,2449,2022-11-01,2023-11-01
21650,2450,2022-12-13,2023-12-13
21651,2451,2022-08-22,2023-08-22
21652,2452,2022-11-09,2023-11-09
21653,2453,2022-08-18,2023-08-18
21654,2455,2022-05-07,2023-05-07
21655,2456,2022-09-18,2023-09-18
21656,2457,2022-04-26,2023-04-26
21657,2458,2022-01-14,2023-01-14
21658,2459,2022-02-23,2023-02-23
21659,2460,2022-11-15,2023-11-15
21660,2461,2022-05-20,2023-05-20
21661,2462,2022-01-13,2023-01-13
21662,2463,2022-11-11,2023-11-11
21663,2464,2022-07-10,2023-07-10
21664,2465,2022-08-23,2023-08-23
21665,2466,2022-08-17,2023-08-17
21666,2467,2022-09-18,2023-09-18
21667,2468,2022-11-18,2023-11-18
21668,2469,2022-06-24,2023-06-24
21669,2470,2022-04-30,2023-04-30
21670,2471,2022-02-04,2023-02-04
21671,2472,2022-11-26,2023-11-26
21672,2473,2022-09-15,2023-09-15
21673,2474,2022-09-26,2023-09-26
21674,2475,2022-02-28,2023-02-28
21675,2476,2022-12-21,2023-12-21
21676,2477,2022-11-25,2023-11-25
21677,2478,2022-12-04,2023-12-04
21678,2479,2022-11-09,2023-11-09
21679,2480,2022-08-21,2023-08-21
21680,2481,2022-08-06,2023-08-06
21681,2482,2022-01-28,2023-01-28
21682,2483,2022-09-02,2023-09-02
21683,2484,2022-08-09,2023-08-09
21684,2485,2022-05-01,2023-05-01
21685,2486,2022-12-20,2023-12-20
21686,2487,2022-12-11,2023-12-11
21687,2489,2022-10-11,2023-10-11
21688,2490,2022-10-28,2023-10-28
21689,2491,2022-11-20,2023-11-20
21690,2492,2022-09-12,2023-09-12
21691,2493,2022-06-14,2023-06-14
21692,2494,2022-10-20,2023-10-20
21693,2495,2022-04-06,2023-04-06
21694,2496,2022-08-04,2023-08-04
21695,2497,2022-07-18,2023-07-18
21696,2498,2022-10-09,2023-10-09
21697,2499,2022-09-23,2023-09-23
21698,2500,2022-01-07,2023-01-07
21699,2501,2022-02-14,2023-02-14
21700,2502,2022-11-29,2023-11-29
21701,2503,2022-07-14,2023-07-14
21702,2504,2022-09-09,2023-09-09
21703,2505,2022-12-30,2023-12-30
21704,2506,2022-09-24,2023-09-24
21705,2507,2022-08-02,2023-08-02
21706,2508,2022-06-04,2023-06-04
21707,2509,2022-08-17,2023-08-17
21708,2510,2022-06-29,2023-06-29
21709,2511,2022-05-15,2023-05-15
21710,2513,2022-08-15,2023-08-15
21711,2514,2022-06-27,2023-06-27
21712,2515,2022-11-03,2023-11-03
21713,2516,2022-08-14,2023-08-14
21714,2517,2022-08-09,2023-08-09
21715,2518,2022-12-28,2023-12-28
21716,2519,2022-07-17,2023-07-17
21717,2520,2022-08-08,2023-08-08
21718,2521,2022-04-27,2023-04-27
21719,2522,2022-12-26,2023-12-26
21720,2523,2022-08-30,2023-08-30
21721,2524,2022-05-02,2023-05-02
21722,2525,2022-12-19,2023-12-19
21723,2526,2022-10-12,2023-10-12
21724,2527,2022-12-06,2023-12-06
21725,2528,2022-08-17,2023-08-17
21726,2529,2022-10-16,2023-10-16
21727,2530,2022-03-19,2023-03-19
21728,2531,2022-12-03,2023-12-03
21729,2532,2022-11-03,2023-11-03
21730,2533,2022-08-02,2023-08-02
21731,2534,2022-12-25,2023-12-25
21732,2535,2022-06-14,2023-06-14
21733,2536,2022-11-16,2023-11-16
21734,2537,2022-01-01,2023-01-01
21735,2538,2022-08-24,2023-08-24
21736,2539,2022-08-13,2023-08-13
21737,2543,2022-08-07,2023-08-07
21738,2544,2022-10-04,2023-10-04
21739,2545,2022-11-25,2023-11-25
21740,2546,2022-06-14,2023-06-14
21741,2547,2022-12-17,2023-12-17
21742,2548,2022-09-16,2023-09-16
21743,2549,2022-08-09,2023-08-09
21744,2550,2022-10-25,2023-10-25
21745,2551,2022-08-29,2023-08-29
21746,2552,2022-01-01,2023-01-01
21747,2553,2022-10-19,2023-10-19
21748,2555,2022-02-26,2023-02-26
21749,2556,2022-08-21,2023-08-21
21750,2557,2022-10-08,2023-10-08
21751,2559,2022-09-26,2023-09-26
21752,2560,2022-09-16,2023-09-16
21753,2561,2022-09-04,2023-09-04
21754,2563,2022-08-16,2023-08-16
21755,2564,2022-11-01,2023-11-01
21756,2565,2022-09-23,2023-09-23
21757,2566,2022-09-23,2023-09-23
21758,2567,2022-11-24,2023-11-24
21759,2568,2022-11-28,2023-11-28
21760,2569,2022-09-21,2023-09-21
21761,2570,2022-12-30,2023-12-30
21762,2571,2022-10-27,2023-10-27
21763,2572,2022-10-18,2023-10-18
21764,2573,2022-08-23,2023-08-23
21765,2574,2022-12-13,2023-12-13
21766,2576,2022-12-02,2023-12-02
21767,2578,2022-08-12,2023-08-12
21768,2579,2022-04-08,2023-04-08
21769,2580,2022-11-10,2023-11-10
21770,2581,2022-02-25,2023-02-25
21771,2582,2022-05-10,2023-05-10
21772,2583,2022-08-01,2023-08-01
21773,2584,2022-05-07,2023-05-07
21774,2585,2022-12-22,2023-12-22
21775,2586,2022-02-03,2023-02-03
21776,2587,2022-10-29,2023-10-29
21777,2588,2022-01-02,2023-01-02
21778,2589,2022-12-23,2023-12-23
21779,2590,2022-10-05,2023-10-05
21780,2591,2022-11-04,2023-11-04
21781,2593,2022-10-11,2023-10-11
21782,2594,2022-10-19,2023-10-19
21783,2596,2022-10-26,2023-10-26
21784,2597,2022-11-24,2023-11-24
21785,2598,2022-09-12,2023-09-12
21786,2600,2022-10-02,2023-10-02
21787,2601,2022-08-21,2023-08-21
21788,2602,2022-12-29,2023-12-29
21789,2603,2022-08-14,2023-08-14
21790,2604,2022-09-22,2023-09-22
21791,2605,2022-11-02,2023-11-02
21792,2606,2022-12-01,2023-12-01
21793,2607,2022-08-22,2023-08-22
21794,2608,2022-08-31,2023-08-31
21795,2609,2022-12-26,2023-12-26
21796,2610,2022-03-02,2023-03-02
21797,2611,2022-11-23,2023-11-23
21798,2612,2022-08-19,2023-08-19
21799,2613,2022-10-17,2023-10-17
21800,2614,2022-05-04,2023-05-04
21801,2615,2022-08-17,2023-08-17
21802,2616,2022-08-20,2023-08-20
21803,2617,2022-12-28,2023-12-28
21804,2618,2022-12-11,2023-12-11
21805,2619,2022-12-23,2023-12-23
21806,2620,2022-06-02,2023-06-02
21807,2621,2022-09-09,2023-09-09
21808,2622,2022-11-16,2023-11-16
21809,2623,2022-02-12,2023-02-12
21810,2624,2022-01-19,2023-01-19
21811,2625,2022-12-31,2023-12-31
21812,2626,2022-08-12,2023-08-12
21813,2627,2022-12-15,2023-12-15
21814,2628,2022-02-18,2023-02-18
21815,2629,2022-08-24,2023-08-24
21816,2630,2022-08-11,2023-08-11
21817,2631,2022-10-14,2023-10-14
21818,2632,2022-10-08,2023-10-08
21819,2633,2022-11-19,2023-11-19
21820,2634,2022-11-11,2023-11-11
21821,2635,2022-05-06,2023-05-06
21822,2636,2022-01-30,2023-01-30
21823,2637,2022-11-09,2023-11-09
21824,2638,2022-11-08,2023-11-08
21825,2639,2022-08-03,2023-08-03
21826,2640,2022-12-24,2023-12-24
21827,2641,2022-11-01,2023-11-01
21828,2642,2022-02-21,2023-02-21
21829,2643,2022-12-13,2023-12-13
21830,2644,2022-08-28,2023-08-28
21831,2646,2022-03-05,2023-03-05
21832,2647,2022-11-21,2023-11-21
21833,2648,2022-08-11,2023-08-11
21834,2649,2022-12-08,2023-12-08
21835,2650,2022-04-18,2023-04-18
21836,2651,2022-10-07,2023-10-07
21837,2652,2022-12-17,2023-12-17
21838,2653,2022-09-17,2023-09-17
21839,2654,2022-08-25,2023-08-25
21840,2655,2022-09-02,2023-09-02
21841,2656,2022-09-04,2023-09-04
21842,2657,2022-12-07,2023-12-07
21843,2658,2022-10-08,2023-10-08
21844,2659,2022-08-04,2023-08-04
21845,2660,2022-12-08,2023-12-08
21846,2661,2022-10-03,2023-10-03
21847,2662,2022-11-22,2023-11-22
21848,2663,2022-10-10,2023-10-10
21849,2664,2022-10-23,2023-10-23
21850,2665,2022-07-10,2023-07-10
21851,2666,2022-09-13,2023-09-13
21852,2669,2022-11-16,2023-11-16
21853,2670,2022-11-08,2023-11-08
21854,2671,2022-09-21,2023-09-21
21855,2673,2022-11-27,2023-11-27
21856,2674,2022-12-21,2023-12-21
21857,2675,2022-06-13,2023-06-13
21858,2676,2021-12-31,2022-12-31
21859,2677,2022-07-08,2023-07-08
21860,2678,2022-01-27,2023-01-27
21861,2679,2022-10-04,2023-10-04
21862,2680,2022-05-25,2023-05-25
21863,2681,2022-12-11,2023-12-11
21864,2682,2022-10-12,2023-10-12
21865,2683,2022-09-20,2023-09-20
21866,2684,2022-08-04,2023-08-04
21867,2685,2022-11-18,2023-11-18
21868,2686,2022-12-22,2023-12-22
21869,2687,2022-11-08,2023-11-08
21870,2688,2022-08-26,2023-08-26
21871,2689,2022-08-20,2023-08-20
21872,2690,2022-05-06,2023-05-06
21873,2692,2022-06-11,2023-06-11
21874,2693,2022-10-07,2023-10-07
21875,2694,2022-10-04,2023-10-04
21876,2696,2022-01-23,2023-01-23
21877,2697,2022-09-25,2023-09-25
21878,2698,2022-12-12,2023-12-12
21879,2699,2022-11-18,2023-11-18
21880,2700,2022-09-10,2023-09-10
21881,2701,2022-09-19,2023-09-19
21882,2702,2022-04-04,2023-04-04
21883,2703,2022-12-16,2023-12-16
21884,2704,2022-11-12,2023-11-12
21885,2705,2022-10-18,2023-10-18
21886,2706,2022-10-08,2023-10-08
21887,2707,2022-12-13,2023-12-13
21888,2708,2022-09-10,2023-09-10
21889,2710,2022-09-08,2023-09-08
21890,2711,2022-10-26,2023-10-26
21891,2712,2022-09-12,2023-09-12
21892,2713,2022-12-17,2023-12-17
21893,2715,2022-08-18,2023-08-18
21894,2716,2022-10-16,2023-10-16
21895,2719,2022-12-09,2023-12-09
21896,2721,2022-08-16,2023-08-16
21897,2722,2022-09-24,2023-09-24
21898,2723,2022-12-01,2023-12-01
21899,2724,2022-09-17,2023-09-17
21900,2725,2022-08-17,2023-08-17
21901,2726,2022-10-28,2023-10-28
21902,2727,2022-10-05,2023-10-05
21903,2728,2022-11-01,2023-11-01
21904,2729,2022-08-13,2023-08-13
21905,2730,2022-02-03,2023-02-03
21906,2731,2022-09-08,2023-09-08
21907,2732,2022-04-18,2023-04-18
21908,2733,2022-08-30,2023-08-30
21909,2734,2022-01-30,2023-01-30
21910,2735,2022-11-23,2023-11-23
21911,2736,2022-03-25,2023-03-25
21912,2737,2022-09-21,2023-09-21
21913,2738,2022-01-08,2023-01-08
21914,2739,2022-09-06,2023-09-06
21915,2740,2022-12-03,2023-12-03
21916,2741,2022-11-16,2023-11-16
21917,2742,2022-09-10,2023-09-10
21918,2743,2022-05-23,2023-05-23
21919,2744,2022-11-27,2023-11-27
21920,2745,2022-10-19,2023-10-19
21921,2746,2022-10-16,2023-10-16
21922,2747,2022-08-19,2023-08-19
21923,2748,2022-11-22,2023-11-22
21924,2749,2022-10-13,2023-10-13
21925,2750,2022-11-09,2023-11-09
21926,2751,2022-10-09,2023-10-09
21927,2753,2022-09-07,2023-09-07
21928,2755,2022-09-01,2023-09-01
21929,2756,2022-07-24,2023-07-24
21930,2757,2022-09-16,2023-09-16
21931,2758,2022-09-27,2023-09-27
21932,2759,2022-12-20,2023-12-20
21933,2760,2022-10-06,2023-10-06
21934,2761,2022-08-06,2023-08-06
21935,2762,2022-09-03,2023-09-03
21936,2763,2022-10-09,2023-10-09
21937,2764,2022-12-17,2023-12-17
21938,2765,2022-09-19,2023-09-19
21939,2766,2022-03-20,2023-03-20
21940,2768,2022-11-11,2023-11-11
21941,2769,2022-11-30,2023-11-30
21942,2770,2022-08-26,2023-08-26
21943,2771,2022-08-22,2023-08-22
21944,2772,2022-09-04,2023-09-04
21945,2773,2022-10-25,2023-10-25
21946,2774,2022-12-13,2023-12-13
21947,2776,2022-10-26,2023-10-26
21948,2777,2022-12-02,2023-12-02
21949,2779,2022-12-23,2023-12-23
21950,2780,2022-08-13,2023-08-13
21951,2781,2022-08-18,2023-08-18
21952,2782,2022-11-20,2023-11-20
21953,2784,2022-09-07,2023-09-07
21954,2785,2022-08-02,2023-08-02
21955,2786,2022-11-10,2023-11-10
21956,2787,2022-12-31,2023-12-31
21957,2788,2022-12-11,2023-12-11
21958,2789,2022-09-10,2023-09-10
21959,2790,2022-12-09,2023-12-09
21960,2791,2022-11-16,2023-11-16
21961,2792,2022-09-21,2023-09-21
21962,2793,2022-08-23,2023-08-23
21963,2794,2022-03-28,2023-03-28
21964,2795,2022-12-18,2023-12-18
21965,2796,2022-07-22,2023-07-22
21966,2797,2022-08-08,2023-08-08
21967,2798,2022-09-29,2023-09-29
21968,2799,2022-09-16,2023-09-16
21969,2800,2022-08-11,2023-08-11
21970,2801,2022-08-26,2023-08-26
21971,2802,2022-11-10,2023-11-10
21972,2804,2022-09-14,2023-09-14
21973,2805,2022-12-07,2023-12-07
21974,2807,2022-12-23,2023-12-23
21975,2809,2022-10-11,2023-10-11
21976,2811,2022-10-02,2023-10-02
21977,2813,2022-05-30,2023-05-30
21978,2814,2022-12-07,2023-12-07
21979,2815,2022-06-19,2023-06-19
21980,2816,2022-08-02,2023-08-02
21981,2817,2022-11-18,2023-11-18
21982,2818,2022-12-13,2023-12-13
21983,2819,2022-09-05,2023-09-05
21984,2820,2022-12-30,2023-12-30
21985,2821,2022-10-14,2023-10-14
21986,2822,2022-12-16,2023-12-16
21987,2825,2022-10-25,2023-10-25
21988,2826,2022-09-06,2023-09-06
21989,2827,2022-09-06,2023-09-06
21990,2828,2022-08-14,2023-08-14
21991,2829,2022-08-15,2023-08-15
21992,2830,2022-09-29,2023-09-29
21993,2831,2022-11-25,2023-11-25
21994,2832,2022-05-30,2023-05-30
21995,2833,2022-10-27,2023-10-27
21996,2834,2022-04-17,2023-04-17
21997,2835,2022-06-02,2023-06-02
21998,2836,2022-01-05,2023-01-05
21999,2837,2022-11-04,2023-11-04
22000,2838,2022-12-22,2023-12-22
22001,2839,2022-11-28,2023-11-28
22002,2840,2022-09-06,2023-09-06
22003,2841,2022-08-17,2023-08-17
22004,2842,2022-10-26,2023-10-26
22005,2844,2022-11-05,2023-11-05
22006,2845,2022-10-26,2023-10-26
22007,2846,2022-10-09,2023-10-09
22008,2847,2022-09-26,2023-09-26
22009,2848,2022-09-27,2023-09-27
22010,2849,2022-08-20,2023-08-20
22011,2850,2022-08-12,2023-08-12
22012,2851,2022-12-22,2023-12-22
22013,2853,2022-09-30,2023-09-30
22014,2854,2022-10-09,2023-10-09
22015,2855,2022-10-25,2023-10-25
22016,2856,2022-03-16,2023-03-16
22017,2857,2022-10-22,2023-10-22
22018,2858,2022-10-17,2023-10-17
22019,2860,2022-09-07,2023-09-07
22020,2861,2022-01-28,2023-01-28
22021,2862,2022-08-13,2023-08-13
22022,2863,2022-06-22,2023-06-22
22023,2864,2022-11-15,2023-11-15
22024,2865,2022-09-13,2023-09-13
22025,2866,2022-12-16,2023-12-16
22026,2867,2022-07-07,2023-07-07
22027,2868,2022-11-19,2023-11-19
22028,2869,2022-11-10,2023-11-10
22029,2871,2022-08-30,2023-08-30
22030,2872,2022-10-25,2023-10-25
22031,2873,2022-08-17,2023-08-17
22032,2874,2022-10-22,2023-10-22
22033,2875,2022-08-16,2023-08-16
22034,2876,2022-10-08,2023-10-08
22035,2877,2022-10-10,2023-10-10
22036,2878,2022-09-18,2023-09-18
22037,2879,2022-11-01,2023-11-01
22038,2881,2022-10-19,2023-10-19
22039,2882,2022-05-03,2023-05-03
22040,2883,2022-02-27,2023-02-27
22041,2884,2022-08-26,2023-08-26
22042,2885,2022-10-08,2023-10-08
22043,2886,2022-08-26,2023-08-26
22044,2887,2022-08-03,2023-08-03
22045,2889,2022-08-17,2023-08-17
22046,2890,2022-08-14,2023-08-14
22047,2892,2022-01-03,2023-01-03
22048,2893,2022-10-04,2023-10-04
22049,2894,2022-10-25,2023-10-25
22050,2895,2022-05-13,2023-05-13
22051,2896,2022-08-29,2023-08-29
22052,2897,2022-07-03,2023-07-03
22053,2898,2022-11-01,2023-11-01
22054,2899,2022-07-26,2023-07-26
22055,2900,2022-05-03,2023-05-03
22056,2901,2022-10-21,2023-10-21
22057,2902,2022-07-31,2023-07-31
22058,2903,2022-02-03,2023-02-03
22059,2904,2022-11-24,2023-11-24
22060,2905,2022-08-17,2023-08-17
22061,2906,2022-08-14,2023-08-14
22062,2907,2022-02-22,2023-02-22
22063,2908,2022-09-28,2023-09-28
22064,2909,2022-04-12,2023-04-12
22065,2910,2022-08-09,2023-08-09
22066,2911,2022-11-17,2023-11-17
22067,2912,2022-09-04,2023-09-04
22068,2913,2022-11-03,2023-11-03
22069,2915,2022-11-04,2023-11-04
22070,2916,2022-07-24,2023-07-24
22071,2917,2022-10-30,2023-10-30
22072,2918,2022-11-26,2023-11-26
22073,2919,2022-08-16,2023-08-16
22074,2920,2022-04-10,2023-04-10
22075,2921,2022-08-27,2023-08-27
22076,2922,2022-08-30,2023-08-30
22077,2923,2022-10-09,2023-10-09
22078,2925,2022-03-02,2023-03-02
22079,2926,2022-12-31,2023-12-31
22080,2927,2022-08-31,2023-08-31
22081,2928,2022-11-24,2023-11-24
22082,2929,2022-11-06,2023-11-06
22083,2930,2022-11-17,2023-11-17
22084,2931,2022-09-23,2023-09-23
22085,2932,2022-09-10,2023-09-10
22086,2933,2022-09-20,2023-09-20
22087,2934,2022-02-08,2023-02-08
22088,2936,2022-12-06,2023-12-06
22089,2937,2022-08-08,2023-08-08
22090,2938,2022-05-20,2023-05-20
22091,2939,2022-11-17,2023-11-17
22092,2940,2022-04-09,2023-04-09
22093,2941,2022-06-30,2023-06-30
22094,2942,2022-09-08,2023-09-08
22095,2943,2022-08-11,2023-08-11
22096,2944,2022-07-30,2023-07-30
22097,2945,2022-09-03,2023-09-03
22098,2946,2022-08-12,2023-08-12
22099,2947,2022-12-16,2023-12-16
22100,2948,2022-10-02,2023-10-02
22101,2949,2022-07-12,2023-07-12
22102,2950,2022-10-09,2023-10-09
22103,2951,2022-08-18,2023-08-18
22104,2953,2022-09-26,2023-09-26
22105,2954,2022-12-19,2023-12-19
22106,2955,2022-12-31,2023-12-31
22107,2956,2022-10-05,2023-10-05
22108,2957,2022-11-07,2023-11-07
22109,2958,2022-12-02,2023-12-02
22110,2959,2022-02-15,2023-02-15
22111,2961,2022-06-08,2023-06-08
22112,2962,2022-11-01,2023-11-01
22113,2963,2022-12-30,2023-12-30
22114,2965,2022-08-07,2023-08-07
22115,2966,2022-10-20,2023-10-20
22116,2967,2022-12-05,2023-12-05
22117,2968,2022-10-16,2023-10-16
22118,2970,2022-01-21,2023-01-21
22119,2971,2022-01-09,2023-01-09
22120,2973,2022-12-21,2023-12-21
22121,2974,2022-11-07,2023-11-07
22122,2975,2022-08-04,2023-08-04
22123,2976,2022-07-31,2023-07-31
22124,2977,2022-09-30,2023-09-30
22125,2978,2022-10-24,2023-10-24
22126,2979,2022-11-07,2023-11-07
22127,2980,2022-11-30,2023-11-30
22128,2981,2022-12-20,2023-12-20
22129,2982,2022-09-14,2023-09-14
22130,2983,2022-12-19,2023-12-19
22131,2984,2022-10-26,2023-10-26
22132,2985,2022-10-23,2023-10-23
22133,2986,2022-09-29,2023-09-29
22134,2987,2022-10-24,2023-10-24
22135,2988,2022-04-08,2023-04-08
22136,2989,2022-12-04,2023-12-04
22137,2990,2022-10-26,2023-10-26
22138,2991,2022-12-26,2023-12-26
22139,2993,2022-09-13,2023-09-13
22140,2994,2022-11-09,2023-11-09
22141,2995,2022-11-05,2023-11-05
22142,2996,2022-08-24,2023-08-24
22143,2997,2022-09-04,2023-09-04
22144,2998,2022-08-09,2023-08-09
22145,2999,2022-12-29,2023-12-29
22146,3000,2022-08-06,2023-08-06
22147,3002,2022-09-18,2023-09-18
22148,3003,2022-08-01,2023-08-01
22149,3004,2022-12-12,2023-12-12
22150,3005,2022-10-18,2023-10-18
22151,3006,2022-08-15,2023-08-15
22152,3007,2022-09-01,2023-09-01
22153,3008,2022-10-31,2023-10-31
22154,3009,2022-09-13,2023-09-13
22155,3010,2022-06-06,2023-06-06
22156,3011,2022-12-09,2023-12-09
22157,3012,2022-06-11,2023-06-11
22158,3013,2022-11-03,2023-11-03
22159,3014,2022-08-06,2023-08-06
22160,3015,2022-08-15,2023-08-15
22161,3016,2022-11-15,2023-11-15
22162,3017,2022-12-09,2023-12-09
22163,3018,2022-11-15,2023-11-15
22164,3019,2022-12-08,2023-12-08
22165,3020,2022-06-07,2023-06-07
22166,3021,2022-06-18,2023-06-18
22167,3023,2022-08-19,2023-08-19
22168,3024,2022-09-19,2023-09-19
22169,3026,2022-05-19,2023-05-19
22170,3027,2022-08-17,2023-08-17
22171,3028,2022-10-24,2023-10-24
22172,3029,2022-11-12,2023-11-12
22173,3030,2022-10-15,2023-10-15
22174,3031,2022-08-09,2023-08-09
22175,3032,2022-12-27,2023-12-27
22176,3033,2022-08-12,2023-08-12
22177,3034,2022-09-15,2023-09-15
22178,3035,2022-11-13,2023-11-13
22179,3036,2022-09-22,2023-09-22
22180,3037,2022-11-15,2023-11-15
22181,3040,2022-11-30,2023-11-30
22182,3041,2022-10-12,2023-10-12
22183,3042,2022-08-16,2023-08-16
22184,3043,2022-12-02,2023-12-02
22185,3044,2022-10-31,2023-10-31
22186,3045,2022-09-03,2023-09-03
22187,3046,2022-04-28,2023-04-28
22188,3047,2022-09-02,2023-09-02
22189,3048,2022-07-02,2023-07-02
22190,3049,2022-09-06,2023-09-06
22191,3051,2022-11-22,2023-11-22
22192,3052,2022-12-28,2023-12-28
22193,3053,2022-09-28,2023-09-28
22194,3054,2022-12-06,2023-12-06
22195,3055,2022-11-02,2023-11-02
22196,3056,2022-10-24,2023-10-24
22197,3057,2022-02-04,2023-02-04
22198,3058,2022-08-10,2023-08-10
22199,3059,2022-08-10,2023-08-10
22200,3060,2022-05-17,2023-05-17
22201,3061,2022-09-04,2023-09-04
22202,3062,2022-11-10,2023-11-10
22203,3063,2022-12-21,2023-12-21
22204,3064,2022-09-30,2023-09-30
22205,3065,2022-09-26,2023-09-26
22206,3066,2022-09-27,2023-09-27
22207,3067,2022-08-31,2023-08-31
22208,3068,2022-08-25,2023-08-25
22209,3069,2022-08-09,2023-08-09
22210,3070,2022-08-17,2023-08-17
22211,3071,2022-07-25,2023-07-25
22212,3072,2022-08-22,2023-08-22
22213,3074,2022-08-18,2023-08-18
22214,3075,2022-09-02,2023-09-02
22215,3076,2022-12-16,2023-12-16
22216,3077,2022-09-09,2023-09-09
22217,3079,2022-06-25,2023-06-25
22218,3080,2022-12-05,2023-12-05
22219,3081,2022-12-22,2023-12-22
22220,3082,2022-05-03,2023-05-03
22221,3083,2022-11-07,2023-11-07
22222,3084,2022-11-01,2023-11-01
22223,3085,2022-11-05,2023-11-05
22224,3086,2022-08-18,2023-08-18
22225,3087,2022-08-05,2023-08-05
22226,3089,2022-04-30,2023-04-30
22227,3090,2022-05-29,2023-05-29
22228,3091,2022-12-11,2023-12-11
22229,3092,2022-10-31,2023-10-31
22230,3093,2022-06-09,2023-06-09
22231,3094,2022-09-29,2023-09-29
22232,3095,2022-12-02,2023-12-02
22233,3096,2022-12-19,2023-12-19
22234,3097,2022-11-29,2023-11-29
